Unnamed: 0,Net Cash Flow,Free Cash Flow,Dividends Paid,Accion
2016-12-31,-1110.0,2405.0,-1083.0,PEP
2016-09-03,610.0,3082.0,-1084.0,PEP
2016-06-11,1522.0,2294.0,-1022.0,PEP
2016-03-19,-972.0,-59.0,-1038.0,PEP
2015-12-26,398.0,2817.0,-1032.0,PEP
2015-09-05,1136.0,3420.0,-1035.0,PEP
2015-06-13,1152.0,1944.0,-995.0,PEP
2015-03-21,276.0,11.0,-978.0,PEP
2014-12-27,-1148.0,2549.0,-985.0,PEP
2014-09-06,-325.0,3420.0,-993.0,PEP
2014-06-14,-2232.0,1960.0,-864.0,PEP
2014-03-22,464.0,-167.0,-888.0,PEP
2013-12-28,171.0,1786.0,-876.0,PEP
2013-09-07,1411.0,3082.0,-881.0,PEP
2013-06-15,1078.0,1727.0,-846.0,PEP
2013-03-23,418.0,407.0,-831.0,PEP
2012-12-29,988.0,2093.0,-835.0,PEP
2012-09-08,1446.0,3379.0,-844.0,PEP
2012-06-16,378.0,1377.0,-810.0,PEP
2012-03-24,-582.0,-989.0,-816.0,PEP
2011-12-31,984.0,1771.0,-808.0,PEP
2011-09-03,170.0,2762.0,-819.0,PEP
2011-06-11,-749.0,1197.0,-761.0,PEP
2011-03-19,-2281.0,-41.0,-769.0,PEP
2010-12-25,366.0,1103.0,-760.0,PEP
2010-09-04,1048.0,2662.0,-767.0,PEP
2010-06-12,580.0,1528.0,-739.0,PEP
2010-03-20,6.0,-17.0,-712.0,PEP
2009-12-26,689.0,1428.0,-700.0,PEP
2009-09-05,1040.0,2515.0,-701.0,PEP
2009-06-13,26.0,1339.0,-662.0,PEP
2009-03-21,124.0,-556.0,-669.0,PEP
2008-12-27,547.0,1307.0,-662.0,PEP
2008-09-06,-251.0,1982.0,-670.0,PEP
2008-06-14,164.0,1098.0,-599.0,PEP
2008-03-22,694.0,264.0,-610.0,PEP
2007-12-29,-125.0,618.0,-606.0,PEP
2007-09-08,37.0,2643.0,-609.0,PEP
2007-06-16,31.0,927.0,-491.0,PEP
2007-03-24,-684.0,363.0,-498.0,PEP
2006-12-30,385.0,887.0,-495.0,PEP
2006-09-09,904.0,2091.0,-496.0,PEP
2006-06-17,-522.0,1197.0,-431.0,PEP
2006-03-25,-832.0,-110.0,-432.0,PEP
2005-12-31,872.0,377.0,-433.0,PEP
2005-09-03,249.0,1900.0,-435.0,PEP
2005-06-11,-86.0,1334.0,-387.0,PEP
2005-03-19,-599.0,593.0,-387.0,PEP
2004-12-25,-201.0,673.0,-389.0,PEP
2004-09-04,641.0,1941.0,-391.0,PEP
2004-06-12,67.0,554.0,-275.0,PEP
2004-03-20,-47.0,537.0,-274.0,PEP
2003-12-27,-1431.0,336.0,-275.0,PEP
2003-09-06,1413.0,1563.0,-277.0,PEP
2003-06-14,-88.0,1011.0,-258.0,PEP
2003-03-22,-712.0,122.0,-260.0,PEP
2002-12-28,-187.0,592.0,-262.0,PEP
2002-09-07,245.0,1154.0,-267.0,PEP
2002-06-15,537.0,1004.0,-256.0,PEP
2002-03-23,360.0,529.0,-256.0,PEP
2001-12-29,223.0,741.0,-242.0,PEP
2001-09-08,-58.0,1541.0,-347.0,PEP
2001-06-16,-59.0,312.0,-203.0,PEP
2001-03-24,-461.0,-98.0,-202.0,PEP
2000-12-30,51.0,1344.0,-355.0,PEP
2000-09-02,177.0,819.0,-203.0,PEP
2000-06-10,104.0,655.0,-194.0,PEP
2000-03-18,-540.0,65.0,-197.0,PEP
1999-12-25,486.0,1215.0,-197.0,PEP
1999-09-04,-1269.0,656.0,-198.0,PEP
1999-06-12,-377.0,432.0,-192.0,PEP
1999-03-20,1813.0,91.0,-191.0,PEP
1998-12-26,-15.0,837.0,-191.0,PEP
1998-09-05,-49.0,956.0,-191.0,PEP
1998-06-13,-1023.0,101.0,-187.0,PEP
1998-03-21,-530.0,46.0,-188.0,PEP
1997-12-27,1426.0,898.0,-191.0,PEP
1997-09-06,-90.0,734.0,-203.0,PEP
1997-06-14,292.0,490.0,-170.0,PEP
1997-03-22,-7.0,-129.0,-172.0,PEP
1996-12-28,,,,PEP
1996-09-07,,,,PEP
2023-04-02,1754.0,73.0,-2303.0,PFE
2022-12-31,-869.0,7581.0,-2245.0,PFE
2022-10-02,-487.0,5133.0,-2245.0,PFE
2022-07-03,-688.0,7419.0,-2244.0,PFE
2022-04-03,529.0,5898.0,-2249.0,PFE
2021-12-31,-50.0,4912.0,-2189.0,PFE
2021-10-03,-384.0,10211.0,-2185.0,PFE
2021-07-04,608.0,10762.0,-2183.0,PFE
2021-04-04,-15.0,3984.0,-2172.0,PFE
2020-12-31,198.0,4812.0,-2112.0,PFE
2020-09-27,-218.0,1583.0,-2112.0,PFE
2020-06-28,-351.0,3098.0,-2111.0,PFE
2020-03-29,846.0,2684.0,-2105.0,PFE
2019-12-31,-1495.0,3591.0,-1992.0,PFE
2019-09-29,1008.0,3848.0,-2004.0,PFE
2019-06-30,-180.0,2023.0,-2002.0,PFE
2019-03-31,792.0,1080.0,-2045.0,PFE
2018-12-31,-2432.0,4006.0,-1963.0,PFE
2018-09-30,846.0,4697.0,-1994.0,PFE
2018-07-01,396.0,3423.0,-1989.0,PFE
2018-04-01,985.0,1565.0,-2032.0,PFE
2017-12-31,-1428.0,6316.0,-1909.0,PFE
2017-10-01,198.0,4292.0,-1895.0,PFE
2017-07-02,-1470.0,2751.0,-1910.0,PFE
2017-04-02,1465.0,1226.0,-1945.0,PFE
2016-12-31,506.0,5272.0,-1821.0,PFE
2016-10-02,-1317.0,4305.0,-1821.0,PFE
2016-07-03,850.0,3109.0,-1821.0,PFE
2016-04-03,-1080.0,1507.0,-1854.0,PFE
2015-12-31,542.0,4236.0,-1729.0,PFE
2015-09-27,-571.0,4695.0,-1728.0,PFE
2015-06-28,107.0,3827.0,-1725.0,PFE
2015-03-29,220.0,434.0,-1758.0,PFE
2014-12-31,905.0,5203.0,-1639.0,PFE
2014-09-28,-968.0,3902.0,-1650.0,PFE
2014-06-29,544.0,3759.0,-1658.0,PFE
2014-03-30,679.0,2637.0,-1662.0,PFE
2013-12-31,131.0,5225.0,-1554.0,PFE
2013-09-29,-384.0,5572.0,-1590.0,PFE
2013-06-30,544.0,3447.0,-1701.0,PFE
2013-03-31,-8189.0,1975.0,-1735.0,PFE
2012-12-31,5575.0,4362.0,-1619.0,PFE
2012-09-30,1475.0,4718.0,-1632.0,PFE
2012-07-01,97.0,3727.0,-1633.0,PFE
2012-04-01,-248.0,2520.0,-1650.0,PFE
2011-12-31,-524.0,4441.0,-1524.0,PFE
2011-10-02,610.0,3985.0,-1551.0,PFE
2011-07-03,2366.0,5540.0,-1568.0,PFE
2011-04-03,-1005.0,4392.0,-1591.0,PFE
2010-12-31,-441.0,5711.0,-1544.0,PFE
2010-10-03,299.0,6395.0,-1549.0,PFE
2010-07-04,118.0,4500.0,-1554.0,PFE
2010-04-04,-219.0,-6665.0,-1441.0,PFE
2009-12-31,-2256.0,4403.0,-1280.0,PFE
2009-09-27,1990.0,3840.0,-1068.0,PFE
2009-06-28,997.0,4245.0,-1067.0,PFE
2009-03-29,-875.0,2894.0,-2133.0,PFE
2008-12-31,857.0,5584.0,-2132.0,PFE
2008-09-28,445.0,3508.0,-2132.0,PFE
2008-06-29,-1193.0,4657.0,-2139.0,PFE
2008-03-30,-1393.0,2788.0,-2138.0,PFE
2007-12-31,795.0,3105.0,-1954.0,PFE
2007-09-30,473.0,4217.0,-1981.0,PFE
2007-07-01,-354.0,3237.0,-2008.0,PFE
2007-04-01,665.0,914.0,-2032.0,PFE
2006-12-31,650.0,3864.0,-1708.0,PFE
2006-10-01,-744.0,3463.0,-1743.0,PFE
2006-07-02,-948.0,4674.0,-1725.0,PFE
2006-04-02,622.0,3543.0,-1743.0,PFE
2005-12-31,1288.0,4124.0,-1378.0,PFE
2005-10-02,-317.0,2517.0,-1247.0,PFE
2005-07-03,-200.0,3258.0,-1530.0,PFE
2005-04-03,-332.0,2728.0,-1400.0,PFE
2004-12-31,-56.0,4915.0,-1261.0,PFE
2004-09-26,1212.0,4611.0,-1259.0,PFE
2004-06-27,-313.0,3102.0,-1280.0,PFE
2004-03-28,-555.0,1111.0,-1282.0,PFE
2003-12-31,-90.0,3631.0,-1077.0,PFE
2003-09-28,-580.0,2215.0,-1187.0,PFE
2003-06-29,122.0,1311.0,-1183.0,PFE
2003-03-30,190.0,1941.0,-906.0,PFE
2002-12-31,104.0,3017.0,-786.0,PFE
2002-09-29,578.0,1899.0,-788.0,PFE
2002-06-30,-136.0,2068.0,-796.0,PFE
2002-03-31,296.0,1122.0,-798.0,PFE
2001-12-31,-862.0,1458.0,-677.0,PFE
2001-09-30,603.0,2040.0,-679.0,PFE
2001-07-01,119.0,1891.0,-679.0,PFE
2001-04-01,77.0,1367.0,-680.0,PFE
2000-12-31,-242.0,1819.0,-555.0,PFE
2000-10-01,-249.0,1767.0,-554.0,PFE
2000-07-02,230.0,655.0,-547.0,PFE
2000-04-02,-998.0,-402.0,-541.0,PFE
1999-12-31,599.0,1234.0,-469.0,PFE
1999-10-03,-765.0,1424.0,-456.0,PFE
1999-07-04,503.0,901.0,-610.0,PFE
1999-04-04,-386.0,-476.0,-285.0,PFE
1998-12-31,-1053.0,2844.0,-760.0,PFE
1998-09-27,1634.0,-253.0,-250.0,PFE
1998-06-28,36.0,748.0,-246.0,PFE
1998-03-29,176.0,5.0,-245.0,PFE
1997-12-31,-313.0,397.0,-220.0,PFE
1997-09-28,-324.0,95.0,-221.0,PFE
1997-06-29,284.0,201.0,-220.0,PFE
1997-03-30,80.0,56.0,-220.0,PFE
1996-12-31,104.0,434.0,-194.0,PFE
1996-09-29,176.0,392.0,-193.0,PFE
1996-06-30,52.0,324.0,-192.0,PFE
1996-03-31,415.0,86.0,-192.0,PFE
1995-12-31,,,,PFE
2023-03-31,-207.1,663.9,-155.5,PFG
2022-12-31,608.4,1133.2,-156.2,PFG
2022-09-30,1066.5,1136.4,-157.4,PFG
2022-06-30,431.9,780.9,-161.7,PFG
2022-03-31,409.2,6.1,-167.0,PFG
2021-12-31,-813.4,1126.4,-168.5,PFG
2021-09-30,728.0,910.3,-168.2,PFG
2021-06-30,413.9,969.9,-165.2,PFG
2021-03-31,-846.3,117.9,-152.2,PFG
2020-12-31,-706.9,573.0,-153.7,PFG
2020-09-30,406.3,1027.8,-153.7,PFG
2020-06-30,-332.3,428.6,-153.5,PFG
2020-03-31,966.8,1571.1,-153.6,PFG
2019-12-31,-682.1,994.1,-152.4,PFG
2019-09-30,-117.9,1753.7,-153.0,PFG
2019-06-30,1056.2,1466.0,-150.4,PFG
2019-03-31,-717.8,1147.0,-150.2,PFG
2018-12-31,50.8,1423.7,-152.1,PFG
2018-09-30,584.7,2045.9,-150.7,PFG
2018-06-30,6.3,874.1,-148.5,PFG
2018-03-31,-135.1,720.5,-147.3,PFG
2017-12-31,-324.2,527.8,-141.5,PFG
2017-09-30,788.6,1770.4,-135.8,PFG
2017-06-30,471.7,1245.9,-132.7,PFG
2017-03-31,-1184.9,479.1,-130.0,PFG
2016-12-31,501.4,884.7,-123.8,PFG
2016-09-30,-37.2,767.3,-117.9,PFG
2016-06-30,112.5,1199.6,-112.8,PFG
2016-03-31,-421.9,851.3,-110.4,PFG
2015-12-31,50.6,1014.0,-110.8,PFG
2015-09-30,249.8,1176.6,-111.9,PFG
2015-06-30,812.4,1452.0,-112.0,PFG
2015-03-31,-411.9,598.1,-106.3,PFG
2014-12-31,593.1,886.8,-99.9,PFG
2014-09-30,-471.5,796.1,-99.9,PFG
2014-06-30,349.2,742.5,-94.1,PFG
2014-03-31,-978.7,541.5,-82.7,PFG
2013-12-31,664.7,786.6,-76.7,PFG
2013-09-30,596.6,603.5,-76.5,PFG
2013-06-30,-550.7,169.1,-67.6,PFG
2013-03-31,-2516.0,602.6,-67.6,PFG
2012-12-31,1898.2,703.8,-61.7,PFG
2012-09-30,632.4,860.8,-61.6,PFG
2012-06-30,-5.3,592.9,-53.7,PFG
2012-03-31,-1182.0,884.4,-54.3,PFG
2011-12-31,1399.7,803.6,-213.7,PFG
2011-09-30,-735.4,85.8,0.0,PFG
2011-06-30,185.4,575.6,0.0,PFG
2011-03-31,106.8,1191.4,0.0,PFG
2010-12-31,-391.4,852.1,-176.2,PFG
2010-09-30,441.5,442.4,0.0,PFG
2010-06-30,197.6,826.7,0.0,PFG
2010-03-31,-610.7,649.0,0.0,PFG
2009-12-31,-1000.8,443.0,-159.5,PFG
2009-09-30,-1087.3,375.4,0.0,PFG
2009-06-30,1628.9,461.7,0.0,PFG
2009-03-31,91.6,936.7,0.0,PFG
2008-12-31,339.0,335.9,-116.7,PFG
2008-09-30,744.5,760.3,0.0,PFG
2008-06-30,403.8,51.9,0.0,PFG
2008-03-31,-223.7,971.7,0.0,PFG
2007-12-31,-1214.3,-117.3,-235.6,PFG
2007-09-30,700.7,1104.5,0.0,PFG
2007-06-30,381.5,662.9,0.0,PFG
2007-03-31,-114.3,1211.5,0.0,PFG
2006-12-31,194.2,209.5,-214.7,PFG
2006-09-30,179.7,799.6,0.0,PFG
2006-06-30,-391.3,698.3,0.0,PFG
2006-03-31,-33.1,517.6,0.0,PFG
2005-12-31,524.7,745.4,-182.2,PFG
2005-09-30,-55.0,547.2,0.0,PFG
2005-06-30,623.1,888.1,0.0,PFG
2005-03-31,96.0,-99.8,0.0,PFG
2004-12-31,-1949.5,24.8,-166.5,PFG
2004-09-30,424.5,1054.0,0.0,PFG
2004-06-30,763.4,402.6,0.0,PFG
2004-03-31,-478.8,502.6,0.0,PFG
2003-12-31,765.5,870.7,-145.3,PFG
2003-09-30,-574.9,258.4,0.0,PFG
2003-06-30,535.4,1106.3,0.0,PFG
2003-03-31,-71.7,744.0,0.0,PFG
2002-12-31,102.1,361.3,-83.8,PFG
2002-09-30,-534.6,1573.0,0.0,PFG
2002-06-30,677.1,1424.9,0.0,PFG
2002-03-31,-72.2,480.4,0.0,PFG
2001-12-31,443.4,1009.4,0.0,PFG
2001-09-30,-118.5,1040.6,0.0,PFG
2001-06-30,-153.7,1101.2,0.0,PFG
2001-03-31,-401.0,670.8,0.0,PFG
2000-12-31,113.1,1430.9,0.0,PFG
2000-09-30,262.6,483.9,0.0,PFG
2023-03-31,742.0,3133.0,-2224.0,PG
2022-12-31,144.0,2866.0,-2231.0,PG
2022-09-30,-504.0,3180.0,-2255.0,PG
2022-06-30,-1312.0,3021.0,-2262.0,PG
2022-03-31,-3018.0,2499.0,-2155.0,PG
2021-12-31,1174.0,4495.0,-2171.0,PG
2021-09-30,82.0,3552.0,-2182.0,PG
2021-06-30,281.0,3407.0,-2197.0,PG
2021-03-31,-1934.0,3431.0,-2011.0,PG
2020-12-31,-1451.0,4857.0,-2025.0,PG
2020-09-30,-2789.0,3889.0,-2030.0,PG
2020-06-30,788.0,4148.0,-2028.0,PG
2020-03-31,9114.0,3333.0,-1906.0,PG
2019-12-31,-3025.0,3759.0,-1923.0,PG
2019-09-30,5065.0,3090.0,-1932.0,PG
2019-06-30,1501.0,3337.0,-1937.0,PG
2019-03-31,-958.0,2765.0,-1858.0,PG
2018-12-31,1151.0,3306.0,-1850.0,PG
2018-09-30,-24.0,2487.0,-1853.0,PG
2018-06-30,-2757.0,3292.0,-1861.0,PG
2018-03-31,-2106.0,2443.0,-1813.0,PG
2017-12-31,2408.0,2916.0,-1813.0,PG
2017-09-30,-545.0,2499.0,-1823.0,PG
2017-06-30,-1244.0,2534.0,-1826.0,PG
2017-03-31,-234.0,2239.0,-1773.0,PG
2016-12-31,-1405.0,2255.0,-1786.0,PG
2016-09-30,354.0,2341.0,-1851.0,PG
2016-06-30,-793.0,2848.0,-1847.0,PG
2016-03-31,-1508.0,2478.0,-1856.0,PG
2015-12-31,1698.0,3789.0,-1868.0,PG
2015-09-30,869.0,3006.0,-1865.0,PG
2015-06-30,-1528.0,2714.0,-1871.0,PG
2015-03-31,170.0,2732.0,-1802.0,PG
2014-12-31,718.0,2603.0,-1808.0,PG
2014-09-30,-1072.0,2823.0,-1806.0,PG
2014-06-30,383.0,3265.0,-1814.0,PG
2014-03-31,1253.0,3165.0,-1688.0,PG
2013-12-31,807.0,2361.0,-1701.0,PG
2013-09-30,175.0,1319.0,-1708.0,PG
2013-06-30,71.0,2810.0,-1722.0,PG
2013-03-31,-767.0,2965.0,-1591.0,PG
2012-12-31,1341.0,3125.0,-1601.0,PG
2012-09-30,866.0,1965.0,-1605.0,PG
2012-06-30,445.0,2672.0,-1618.0,PG
2012-03-31,-423.0,2933.0,-1508.0,PG
2011-12-31,832.0,2381.0,-1510.0,PG
2011-09-30,814.0,1334.0,-1503.0,PG
2011-06-30,-178.0,2638.0,-1530.0,PG
2011-03-31,-303.0,3266.0,-1403.0,PG
2010-12-31,646.0,2187.0,-1412.0,PG
2010-09-30,-276.0,1933.0,-1422.0,PG
2010-06-30,-2020.0,2285.0,-1457.0,PG
2010-03-31,769.0,4204.0,-1329.0,PG
2009-12-31,-2164.0,2572.0,-1336.0,PG
2009-09-30,1513.0,4003.0,-1336.0,PG
2009-06-30,347.0,3916.0,-1336.0,PG
2009-03-31,-1219.0,3546.0,-1215.0,PG
2008-12-31,1151.0,1474.0,-1239.0,PG
2008-09-30,1189.0,2745.0,-1254.0,PG
2008-06-30,-424.0,2619.0,-1270.0,PG
2008-03-31,-1612.0,3447.0,-1118.0,PG
2007-12-31,723.0,3206.0,-1129.0,PG
2007-09-30,-728.0,2690.0,-1138.0,PG
2007-06-30,1360.0,2608.0,-1140.0,PG
2007-03-31,-993.0,3693.0,-1024.0,PG
2006-12-31,-1731.0,1781.0,-1022.0,PG
2006-09-30,25.0,2383.0,-1023.0,PG
2006-06-30,-1982.0,2189.0,-1058.0,PG
2006-03-31,859.0,2802.0,-954.0,PG
2005-12-31,1506.0,1947.0,-964.0,PG
2005-09-30,-79.0,1770.0,-727.0,PG
2005-06-30,-683.0,1295.0,-733.0,PG
2005-03-31,671.0,2151.0,-663.0,PG
2004-12-31,1561.0,1553.0,-650.0,PG
2004-09-30,608.0,1499.0,-685.0,PG
2004-06-30,58.0,1723.0,-674.0,PG
2004-03-31,-285.0,2457.0,-620.0,PG
2003-12-31,894.0,1909.0,-622.0,PG
2003-09-30,-1863.0,1242.0,-623.0,PG
2003-06-30,543.0,1446.0,-556.0,PG
2003-03-31,407.0,2062.0,-561.0,PG
2002-12-31,403.0,1981.0,-564.0,PG
2002-09-30,1276.0,1729.0,-565.0,PG
2002-06-30,366.0,1856.0,-524.0,PG
2002-03-31,-132.0,1698.0,-524.0,PG
2001-12-31,300.0,1532.0,-522.0,PG
2001-09-30,587.0,977.0,-525.0,PG
2001-06-30,-375.0,1438.0,-484.0,PG
2001-03-31,-726.0,866.0,-485.0,PG
2000-12-31,1406.0,560.0,-486.0,PG
2000-09-30,586.0,454.0,-488.0,PG
2000-06-30,-549.0,831.0,-446.0,PG
2000-03-31,-80.0,773.0,-450.0,PG
1999-12-31,-79.0,-610.0,-448.0,PG
1999-09-30,-171.0,663.0,-452.0,PG
1999-06-30,39.0,663.0,-384.0,PG
1999-03-31,161.0,-368.0,-428.0,PG
1998-12-31,-446.0,1533.0,-408.0,PG
1998-09-30,991.0,888.0,-406.0,PG
1998-06-30,85.0,187.0,-365.0,PG
1998-03-31,159.0,1234.0,-365.0,PG
1997-12-31,-754.0,148.0,-365.0,PG
1997-09-30,-291.0,757.0,-367.0,PG
1997-06-30,-71.0,782.0,-331.0,PG
1997-03-31,232.0,1196.0,-331.0,PG
1996-12-31,-406.0,732.0,-333.0,PG
1996-09-30,521.0,1043.0,-334.0,PG
1996-06-30,52.0,672.0,-300.0,PG
1996-03-31,354.0,935.0,-301.0,PG
2023-03-31,-221.224,632.05,-170.872,PH
2022-12-31,253.748,517.152,-171.184,PH
2022-09-30,-6145.569,384.91,-171.176,PH
2022-06-30,3692.719,832.145,-171.756,PH
2022-03-31,18.292,496.639,-132.543,PH
2021-12-31,2243.283,538.348,-132.635,PH
2021-09-30,-39.535,383.907,-132.921,PH
2021-06-30,243.517,627.553,-133.841,PH
2021-03-31,-75.134,492.572,-114.105,PH
2020-12-31,-177.66,683.662,-113.686,PH
2020-09-30,56.88,701.847,-113.542,PH
2020-06-30,-12.103,730.948,-113.547,PH
2020-03-31,-250.738,405.387,-113.266,PH
2019-12-31,-2679.038,310.298,-113.673,PH
2019-09-30,407.626,418.07,-113.352,PH
2019-06-30,2121.038,596.959,-113.462,PH
2019-03-31,51.344,503.949,-98.547,PH
2018-12-31,95.263,352.484,-99.59,PH
2018-09-30,129.985,128.251,-100.869,PH
2018-06-30,-267.392,659.78,-100.956,PH
2018-03-31,64.759,399.293,-88.145,PH
2017-12-31,150.004,200.729,-88.083,PH
2017-09-30,-10.12,171.112,-88.104,PH
2017-06-30,65.323,458.954,-88.219,PH
2017-03-31,-701.173,314.698,-88.171,PH
2016-12-31,126.886,251.907,-84.241,PH
2016-09-30,172.197,85.904,-84.749,PH
2016-06-30,186.682,472.318,-85.072,PH
2016-03-31,-12.523,312.14,-85.183,PH
2015-12-31,73.226,310.629,-85.72,PH
2015-09-30,-206.316,-14.895,-85.987,PH
2015-06-30,163.571,518.204,-87.644,PH
2015-03-31,-58.294,216.539,-87.987,PH
2014-12-31,-16.83,223.717,-93.151,PH
2014-09-30,-521.418,208.901,-71.607,PH
2014-06-30,-482.434,525.036,-71.728,PH
2014-03-31,-43.533,223.833,-71.798,PH
2013-12-31,193.899,208.097,-67.33,PH
2013-09-30,164.211,228.955,-67.388,PH
2013-06-30,104.093,421.027,-67.304,PH
2013-03-31,1179.684,307.769,-64.377,PH
2012-12-31,61.504,296.301,-61.963,PH
2012-09-30,-402.186,-75.011,-61.365,PH
2012-06-30,64.858,464.048,-62.048,PH
2012-03-31,285.475,390.226,-59.575,PH
2011-12-31,63.63,206.531,-56.027,PH
2011-09-30,-233.112,271.167,-63.004,PH
2011-06-30,-450.489,326.632,-63.178,PH
2011-03-31,299.219,349.691,-51.999,PH
2010-12-31,-115.1,243.246,-47.259,PH
2010-09-30,348.31,72.359,-43.648,PH
2010-06-30,194.965,346.94,-41.953,PH
2010-03-31,146.662,203.906,-40.423,PH
2009-12-31,44.05,316.307,-40.192,PH
2009-09-30,2.238,234.376,-40.171,PH
2009-06-30,21.063,371.647,-40.117,PH
2009-03-31,-95.442,235.124,-40.127,PH
2008-12-31,-346.337,64.163,-40.222,PH
2008-09-30,282.279,216.511,-41.109,PH
2008-06-30,143.914,374.56,-35.183,PH
2008-03-31,-15.516,323.29,-35.21,PH
2007-12-31,9.733,154.469,-35.323,PH
2007-09-30,15.211,213.961,-36.544,PH
2007-06-30,-11.021,367.582,-30.076,PH
2007-03-31,26.629,181.422,-29.995,PH
2006-12-31,-18.756,150.821,-30.155,PH
2006-09-30,4.301,65.079,-31.037,PH
2006-06-30,-79.187,312.532,-27.542,PH
2006-03-31,-62.598,160.414,-27.432,PH
2005-12-31,70.408,153.448,-27.314,PH
2005-09-30,-93.15,167.285,-27.355,PH
2005-06-30,231.796,313.795,-23.732,PH
2005-03-31,-12.577,115.961,-23.815,PH
2004-12-31,-173.856,164.604,-22.582,PH
2004-09-30,106.87,124.525,-22.483,PH
2004-06-30,13.891,141.925,-22.441,PH
2004-03-31,31.909,100.732,-22.408,PH
2003-12-31,-67.362,197.264,-22.306,PH
2003-09-30,-40.441,111.381,-22.131,PH
2003-06-30,193.154,196.341,-22.094,PH
2003-03-31,17.331,34.375,-22.043,PH
2002-12-31,-10.365,80.77,-20.854,PH
2002-09-30,-0.654,108.755,-20.842,PH
2002-06-30,14.467,131.537,-20.78,PH
2002-03-31,3.034,67.305,-20.628,PH
2001-12-31,-6.501,96.009,-20.699,PH
2001-09-30,11.819,149.48,-20.731,PH
2001-06-30,-21.644,163.107,-20.623,PH
2001-03-31,-26.32,47.02,-20.567,PH
2000-12-31,16.339,52.589,-19.37,PH
2000-09-30,-13.27,21.367,-19.361,PH
2000-06-30,7.745,119.797,-19.302,PH
2000-03-31,-13.638,100.471,-18.58,PH
1999-12-31,9.932,33.854,-18.56,PH
1999-09-30,31.144,85.487,-18.521,PH
1999-06-30,-7.8,118.177,-18.317,PH
1999-03-31,1.137,106.621,-18.444,PH
1998-12-31,-4.261,47.092,-16.271,PH
1998-09-30,13.713,-36.533,-16.429,PH
1998-06-30,-11.957,51.473,-16.558,PH
1998-03-31,5.764,21.411,-16.536,PH
1997-12-31,-2.775,0.622,-16.662,PH
1997-09-30,-29.541,17.299,-16.745,PH
1997-06-30,23.051,86.87,-14.907,PH
1997-03-31,3.214,46.645,-14.897,PH
1996-12-31,-24.391,22.04,-13.382,PH
1996-09-30,3.17,58.861,-13.384,PH
1996-06-30,0.018,75.085,-13.296,PH
1996-03-31,-9.842,52.825,-13.352,PH
2023-03-31,232.301,687.625,-36.38,PHM
2022-12-31,803.155,948.315,-34.518,PHM
2022-09-30,-440.706,-432.296,-35.4,PHM
2022-06-30,-479.766,-137.194,-36.401,PHM
2022-03-31,-621.695,176.98,-37.796,PHM
2021-12-31,208.914,435.149,-36.138,PHM
2021-09-30,-96.471,95.57,-36.786,PHM
2021-06-30,77.068,238.525,-37.299,PHM
2021-03-31,-988.181,161.996,-37.611,PHM
2020-12-31,518.027,506.288,-32.423,PHM
2020-09-30,416.412,448.574,-32.424,PHM
2020-06-30,-153.457,586.65,-32.592,PHM
2020-03-31,599.797,184.476,-32.74,PHM
2019-12-31,482.812,478.265,-30.115,PHM
2019-09-30,109.37,263.486,-30.615,PHM
2019-06-30,-421.679,133.297,-30.818,PHM
2019-03-31,-52.747,142.835,-30.802,PHM
2018-12-31,374.688,420.79,-25.736,PHM
2018-09-30,357.097,453.928,-25.9,PHM
2018-06-30,217.128,360.938,-26.037,PHM
2018-03-31,-121.381,153.585,-26.347,PHM
2017-12-31,109.071,402.098,-26.73,PHM
2017-09-30,-42.758,69.497,-27.804,PHM
2017-06-30,-184.008,129.627,-29.112,PHM
2017-03-31,-299.385,29.807,-29.102,PHM
2016-12-31,262.059,366.032,-30.368,PHM
2016-09-30,205.518,4.093,-31.279,PHM
2016-06-30,-762.444,-268.773,-31.451,PHM
2016-03-31,242.68,-72.377,-31.568,PHM
2015-12-31,24.924,-104.082,-28.061,PHM
2015-09-30,273.792,-64.73,-28.772,PHM
2015-06-30,-593.566,-174.304,-29.509,PHM
2015-03-31,-238.935,-39.914,-29.616,PHM
2014-12-31,14.688,99.144,-18.702,PHM
2014-09-30,50.883,118.588,-18.792,PHM
2014-06-30,-97.228,-32.195,-19.087,PHM
2014-03-31,-312.167,73.554,-19.065,PHM
2013-12-31,230.335,315.632,-19.065,PHM
2013-09-30,137.326,212.548,-19.317,PHM
2013-06-30,-380.256,58.756,0.0,PHM
2013-03-31,188.164,265.301,0.0,PHM
2012-12-31,-158.891,338.444,0.0,PHM
2012-09-30,253.173,206.17,0.0,PHM
2012-06-30,98.743,93.763,0.0,PHM
2012-03-31,128.664,115.407,0.0,PHM
2011-12-31,-75.971,172.275,0.0,PHM
2011-09-30,70.185,55.318,0.0,PHM
2011-06-30,-216.565,-167.669,0.0,PHM
2011-03-31,-177.968,-53.328,0.0,PHM
2010-12-31,-1142.045,-209.454,0.0,PHM
2010-09-30,-123.344,-54.258,0.0,PHM
2010-06-30,164.974,167.719,0.0,PHM
2010-03-31,723.418,674.718,0.0,PHM
2009-12-31,331.776,385.554,0.0,PHM
2009-09-30,-119.417,-72.142,0.0,PHM
2009-06-30,-109.756,107.166,0.0,PHM
2009-03-31,90.532,271.576,0.0,PHM
2008-12-31,481.372,453.119,-10.268,PHM
2008-09-30,185.547,271.302,-10.293,PHM
2008-06-30,-82.82,265.02,-10.263,PHM
