Unnamed: 0,Net Income,Shares Outstanding (Basic),Dividend Per Share,EBIT,EBITDA,Revenue,Accion
2009-12-31,22.904,523.006,0,5.719,42.289,941.454,JNPR
2009-09-30,83.786,523.878,0,129.688,166.136,823.912,JNPR
2009-06-30,14.769,523.105,0,96.963,134.782,786.363,JNPR
2009-03-31,-4.46,524.429,0,81.462,118.998,764.183,JNPR
2008-12-31,132.476,516.666,0,184.773,222.603,923.493,JNPR
2008-09-30,148.508,540.983,0,211.696,250.555,946.962,JNPR
2008-06-30,120.41,528.963,0,172.138,212.513,879.034,JNPR
2008-03-31,110.355,523.672,0,160.284,215.673,822.887,JNPR
2007-12-31,122.904,521.786,0,167.991,217.907,809.182,JNPR
2007-09-30,85.099,515.658,0,130.708,178.764,735.048,JNPR
2007-06-30,86.18,544.224,0,118.475,167.409,664.922,JNPR
2007-03-31,66.647,569.4,0,93.409,139.669,626.936,JNPR
2006-12-31,70.982,569.23,0,89.717,134.133,595.83,JNPR
2006-09-30,58.274,568.561,0,86.353,130.435,573.567,JNPR
2006-06-30,-1206.456,566.098,0,-1184.812,-1141.648,567.469,JNPR
2006-03-31,75.763,565.927,0,111.693,153.521,566.714,JNPR
2005-12-31,104.857,565.872,0,130.204,169.391,575.464,JNPR
2005-09-30,83.496,561.775,0,125.223,161.757,546.353,JNPR
2005-06-30,88.16,546.662,0,131.845,164.752,493.028,JNPR
2005-03-31,75.435,542.651,0,112.007,142.283,449.112,JNPR
2004-12-31,58.483,538.16,0,90.851,83.218,430.053,JNPR
2004-09-30,48.759,533.447,0,74.391,118.38,375.014,JNPR
2004-06-30,-12.554,506.189,0,-3.602,44.465,306.899,JNPR
2004-03-31,33.54,394.496,0,51.856,65.058,224.053,JNPR
2003-12-31,14.733,389.344,0,25.641,30.677,206.955,JNPR
2003-09-30,7.205,384.795,0,24.291,41.979,172.128,JNPR
2003-06-30,13.578,379.032,0,30.149,50.645,165.103,JNPR
2003-03-31,3.683,375.549,0,18.012,39.179,157.207,JNPR
2002-12-31,8.452,372.511,0,22.031,30.424,155.266,JNPR
2002-09-30,-88.33,369.944,0,-73.199,-45.923,152.026,JNPR
2002-06-30,6.231,330.957,0,21.744,25.675,117.036,JNPR
2002-03-31,-46.003,329.367,0,-30.121,-6.674,122.219,JNPR
2001-12-31,-5.126,323.569,0,7.33,107.108,151.033,JNPR
2001-09-30,-29.726,320.178,0,-15.901,2.56,201.703,JNPR
2001-06-30,-37.131,318.196,0,-17.486,10.658,202.181,JNPR
2001-03-31,58.566,315.571,0,103.971,109.077,332.105,JNPR
2000-12-31,62.157,312.421,0,114.42,142.174,295.386,JNPR
2000-09-30,58.071,307.679,0,102.46,104.619,201.201,JNPR
2000-06-30,19.617,301.879,0,45.177,48.028,113.028,JNPR
2000-03-31,8.071,295.554,0,16.415,18.446,63.886,JNPR
1999-12-31,3.08,189.322,0,4.98,6.527,45.442,JNPR
1999-09-30,-1.587,270.918,0,-1.038,0.371,29.564,JNPR
1999-06-30,-3.852,107.292,0,-3.579,-2.28,17.556,JNPR
1999-03-31,-6.675,89.94,0,-6.655,-5.604,10.044,JNPR
1998-12-31,-9.284,77.742,0,-8.629,-7.811,3.807,JNPR
1998-09-30,-10.579,77.37,0,-10.579,-10.007,0,JNPR
1998-06-30,-7.203,71.7,0,-7.203,,0,JNPR
1998-03-31,-3.905,65.232,0,-3.801,,0,JNPR
1997-12-31,,51.546,0,,,,JNPR
2023-04-01,298,342,0.59,464,580,4053,K
2022-12-31,-98,341.281145,0.59,-68,59,3833,K
2022-10-01,310,341,0.59,423,536,3946,K
2022-07-02,326,339,0.58,477,596,3864,K
2022-04-02,422,340,0.58,590,709,3672,K
2022-01-01,433,341.122803,0.58,613,734,3420,K
2021-10-02,307,341,0.58,454,568,3622,K
2021-07-03,380,341,0.58,582,702,3555,K
2021-04-03,368,342,0.57,536,648,3584,K
2021-01-02,205,343.712976,0.57,345,469,3464,K
2020-09-26,348,343,0.57,476,597,3429,K
2020-06-27,351,343,0.57,529,646,3465,K
2020-03-28,347,342,0.57,505,622,3412,K
2019-12-28,145,341.094178,0.57,292,416,3223,K
2019-09-28,247,341,0.57,410,527,3372,K
2019-06-29,286,340,0.56,435,554,3461,K
2019-03-30,282,342,0.56,428,552,3522,K
2018-12-29,-84,347.021144,0.56,-35,107,3317,K
2018-09-29,380,347,0.56,521,661,3469,K
2018-06-30,596,347,0.54,738,850,3360,K
2018-03-31,444,346,0.54,580,702,3401,K
2017-12-30,417,345.472588,0.54,649,764,3185,K
2017-09-30,288,345,0.54,453,579,3246,K
2017-07-01,283,349,0.52,448,567,3175,K
2017-04-01,266,351,0.52,370,491,3248,K
2016-12-31,-48,350.905165,0.52,35,195,3048,K
2016-10-01,292,350,0.52,412,518,3254,K
2016-07-02,280,350,0.5,454,590,3268,K
2016-04-02,175,351,0.5,439,554,3395,K
2016-01-02,-41,354.397695,0.5,-50,97,3142,K
2015-10-03,205,354,0.5,327,445,3329,K
2015-07-04,223,353,0.49,366,504,3498,K
2015-04-04,227,355,0.49,357,488,3556,K
2015-01-03,-293,355.033895,0.49,-427,-299,3514,K
2014-09-27,224,358,0.49,364,504,3639,K
2014-06-28,295,359,0.46,467,586,3685,K
2014-03-29,406,360,0.46,623,739,3742,K
2013-12-28,818,362.197285,0.46,1270,1462,3501,K
2013-09-28,326,362,0.46,506,620,3716,K
2013-06-29,352,364,0.44,563,676,3714,K
2013-03-30,311,363,0.44,495,608,3861,K
2012-12-29,-32,358.419376,0.44,-3,143,3563,K
2012-09-29,318,358,0.44,522,630,3720,K
2012-06-30,324,357,0.43,526,625,3474,K
2012-03-31,351,357,0.43,540,635,3440,K
2011-12-31,-133,359.150227,0.43,-152,-53,3015,K
2011-10-01,290,360,0.43,455,550,3312,K
2011-07-02,343,363,0.405,543,629,3386,K
2011-04-02,366,365,0.405,573,662,3485,K
2011-01-01,229,368.213884,0.405,372,499,2860,K
2010-10-02,338,373,0.405,543,630,3157,K
2010-07-03,302,381,0.375,491,582,3062,K
2010-04-03,418,380,0.375,639,726,3318,K
2010-01-02,176,379.424067,0.375,332,434,2900,K
2009-10-03,361,382,0.375,558,651,3277,K
2009-07-04,354,383,0.34,562,667,3229,K
2009-04-04,321,382,0.34,531,615,3169,K
2009-01-03,179,381.699945,0.34,339,440,2933,K
2008-09-27,342,380,0.34,546,638,3288,K
2008-06-28,312,379,0.31,522,610,3343,K
2008-03-29,315,386,0.31,534,628,3258,K
2007-12-29,176,393.908428,0.31,352,449,2794,K
2007-09-29,305,395,0.31,495,585,3004,K
2007-06-30,301,397,0.291,518,616,3015,K
2007-03-31,321,398,0.291,501,588,2963,K
2006-12-30,182,398.336208,0.291,346,441,2584,K
2006-09-30,281,397,0.291,489,574,2823,K
2006-07-01,267,394,0.278,465,557,2773,K
2006-04-01,274,399,0.278,478,559,2727,K
2005-12-31,192,414.235942,0.278,338.2,438.4,2394.1,K
2005-10-01,274.3,413.4,0.278,460,557,2623.4,K
2005-07-02,259,412,0.253,476.4,569.6,2587.2,K
2005-04-02,254.7,413.1,0.253,450.4,552,2572.3,K
2005-01-01,186.4,412.910481,0.253,368.9,467.7,2390.8,K
2004-09-25,247,412.4,0.253,453.3,559,2445.3,K
2004-06-26,237.4,411.8,0.253,433.4,546.5,2387.3,K
2004-03-27,219.8,410.8,0.253,418.9,511.3,2390.5,K
2003-12-27,188,408.138504,0.253,346.4,447.2,2135,K
2003-09-27,231.3,408.3,0.253,438.4,526.7,2281.6,K
2003-06-28,203.9,406.9,0.253,408,506,2247.4,K
2003-03-29,163.9,407.7,0.253,348.1,433.8,2147.5,K
2002-12-31,191,408.250199,0.253,396.7,486.2,1980.7,K
2002-09-28,203.5,409.4,0.253,422.9,513.5,2136.5,K
2002-06-29,173.8,409.2,0.253,374.4,457.2,2125.1,K
2002-03-30,152.6,407.1,0.253,341.5,428.5,2061.8,K
2001-12-31,124.6,406.476332,0.253,301.8,420.8,1896.9,K
2001-09-30,150.3,406.2,0.253,348.1,482.6,2190.6,K
2001-06-30,114.6,405.9,0.253,292.4,407,1989.2,K
2001-03-31,84.1,405.7,0.253,200.7,271.2,1471.7,K
2000-12-31,93.2,405.638988,0.253,145.5,218.8,688,K
2000-09-30,181.9,405.6,0.253,308.3,382.4,1845.7,K
2000-06-30,150.9,405.6,0.245,267,341.3,1801.1,K
2000-03-31,161.7,405.5,0.245,284.4,353.3,1751.9,K
1999-12-31,100.9,405.403635,0.245,186.1,258.9,1586.1,K
1999-09-30,-35.6,405.2,0.245,-18.4,56.2,1868.4,K
1999-06-30,154.2,405.2,0.235,267.8,340.4,1784.4,K
1999-03-31,118.8,405,0.235,220,288,1745.3,K
1998-12-31,46.8,405.305148,0.235,107.9,181.2,1599.9,K
1998-09-30,141.9,406.7,0.235,245.8,315.3,1805.8,K
1998-06-30,143.2,408.9,0.225,249.1,317.1,1713.5,K
1998-03-31,170.7,410.2,0.225,299.2,366.5,1642.9,K
1997-12-31,14.6,410.911431,0.45,92,169.6,1617.7,K
1997-09-30,207.2,412.6,0.225,344.2,413.2,1803.8,K
1997-06-30,163.6,414.7,0.21,281.2,353.5,1719.7,K
1997-03-31,160.6,417.9,0.21,277.4,345.8,1688.9,K
1996-12-31,87.3,417.973096,0.21,168.5,234.5,1557.7,K
1996-09-30,159.5,423.2,0.21,275.9,335.4,1681.6,K
1996-06-30,78.1,425.4,0.195,141.9,204.1,1651.4,K
1996-03-31,206.1,430.4,0.195,339.2,403,1785.9,K
2023-03-31,312,926.49,0.205,393,429,1568,KEY
2022-12-31,394,925.197,0.205,470,507,1626,KEY
2022-09-30,542,924.594,0.195,666,692,1770,KEY
2022-06-30,533,924.302,0.195,665,699,1740,KEY
2022-03-31,448,922.941,0.195,538,578,1607,KEY
2021-12-31,629,923.053,0.195,770,722,1938,KEY
2021-09-30,645,942.446,0.185,810,869,1920,KEY
2021-06-30,729,957.423,0.185,918,922,1989,KEY
2021-03-31,622,964.878,0.185,769,786,1836,KEY
2020-12-31,582,968.236,0.185,696,695,1817,KEY
2020-09-30,428,967.804,0.185,488,514,1521,KEY
2020-06-30,187,967.147,0.185,217,249,1228,KEY
2020-03-31,146,967.446,0.185,169,223,1099,KEY
2019-12-31,469,973.56,0.185,544,602,1521,KEY
2019-09-30,416,988.319,0.185,486,548,1422,KEY
2019-06-30,425,999.163,0.17,512,575,1529,KEY
2019-03-31,407,1006.717,0.17,489,547,1451,KEY
2018-12-31,484,1018.369,0.17,576,668,1586,KEY
2018-09-30,482,1036.479,0.17,569,664,1533,KEY
2018-06-30,482,1052.652,0.12,585,677,1575,KEY
2018-03-31,418,1056.037,0.105,480,583,1484,KEY
2017-12-31,196,1062.424,0.105,447,553,1545,KEY
2017-09-30,364,1073.39,0.095,498,601,1489,KEY
2017-06-30,412,1076.203,0.095,570,668,1560,KEY
2017-03-31,324,1068.609,0.085,418,518,1432,KEY
2016-12-31,229,1068.792,0.085,267,288,1490,KEY
2016-09-30,172,982.08,0.085,188,357,1270,KEY
2016-06-30,202,831.899,0.085,271,333,1018,KEY
2016-03-31,188,827.381,0.075,244,306,946,KEY
2015-12-31,226,828.11,0.075,299,370,1042,KEY
2015-09-30,219,831.43,0.075,291,351,1016,KEY
2015-06-30,238,839.454,0.075,322,388,1031,KEY
2015-03-31,233,848.58,0.065,307,357,973,KEY
2014-12-31,253,858.672,0.065,347,408,1050,KEY
2014-09-30,186,867.35,0.065,250,326,973,KEY
2014-06-30,219,875.298,0.065,295,352,1016,KEY
2014-03-31,242,884.727,0.055,334,386,994,KEY
2013-12-31,230,890.342,0.055,300,353,1009,KEY
2013-09-30,272,901.904,0.055,331,406,1009,KEY
2013-06-30,204,913.736,0.055,276,325,982,KEY
2013-03-31,204,920.316,0.05,274,318,953,KEY
2012-12-31,203,925.63,0.05,256,329,983,KEY
2012-09-30,219,936.223,0.05,270,328,981,KEY
2012-06-30,236,944.648,0.05,290,346,974,KEY
2012-03-31,200,949.342,0.03,273,321,953,KEY
2011-12-31,200,948.842,0.03,264,257,873,KEY
2011-09-30,217,948.702,0.03,312,377,1022,KEY
2011-06-30,240,947.565,0.03,334,403,1026,KEY
2011-03-31,263,881.894,0.01,374,448,1094,KEY
2010-12-31,320,875.507,0.01,492,568,1252,KEY
2010-09-30,219,874.433,0.01,304,385,1032,KEY
2010-06-30,70,874.664,0.01,81,166,881,KEY
2010-03-31,-55,874.386,0.01,-137,-49,662,KEY
2009-12-31,-224,697.155,0.01,-571,-479,343,KEY
2009-09-30,-397,839.906,0.01,-671,-575,241,KEY
2009-06-30,-226,576.883,0.01,-402,-296,452,KEY
2009-03-31,-488,492.813,0.062,-726,-631,220,KEY
2008-12-31,-524,492.618,0.062,-842,-733,449,KEY
2008-09-30,-36,491.179,0.188,-58,45,732,KEY
2008-06-30,-1126,416.629,0.375,-516,-409,258,KEY
2008-03-31,218,399.121,0.375,322,432,1056,KEY
2007-12-31,25,388.908,0.365,-61,43,768,KEY
2007-09-30,210,389.319,0.365,296,403,1063,KEY
2007-06-30,334,392.045,0.365,464,568,1282,KEY
2007-03-31,350,397.875,0.365,497,602,1289,KEY
2006-12-31,146,402.306,0.345,243,348,1217,KEY
2006-09-30,312,403.78,0.345,430,532,1213,KEY
2006-06-30,308,404.528,0.345,433,529,1226,KEY
2006-03-31,289,407.386,0.345,399,493,1136,KEY
2005-12-31,296,408.426,0.325,386,479,1098,KEY
2005-09-30,278,410.456,0.325,400,491,1181,KEY
2005-06-30,291,408.754,0.325,406,493,1159,KEY
2005-03-31,264,408.264,0.325,373,460,1142,KEY
2004-12-31,213,408.227,0.31,325,409,1019,KEY
2004-09-30,252,407.187,0.31,353,438,1082,KEY
2004-06-30,239,410.292,0.31,329,454,1046,KEY
2004-03-31,250,416.68,0.31,352,403,1011,KEY
2003-12-31,234,420.013,0.305,316,526,1171,KEY
2003-09-30,227,421.971,0.305,318,377,1017,KEY
2003-06-30,225,423.882,0.305,317,366,1005,KEY
2003-03-31,217,425.275,0.305,291,341,948,KEY
2002-12-31,245,424.566,0.3,343,392,1011,KEY
2002-09-30,245,426.274,0.3,338,394,997,KEY
2002-06-30,246,426.092,0.3,331,391,996,KEY
2002-03-31,240,424.855,0.3,300,361,961,KEY
2001-12-31,-174,423.591,0.295,-307,-214,395,KEY
2001-09-30,249,424.802,0.295,379,472,1062,KEY
2001-06-30,-160,424.675,0.295,-172,75,710,KEY
2001-03-31,217,424.024,0.295,334,431,1033,KEY
2000-12-31,266,425,0.28,397,492,1102,KEY
2000-09-30,121,429.584,0.28,171,267,958,KEY
2000-06-30,248,434.112,0.28,382,477,1080,KEY
2000-03-31,367,441.834,0.28,567,663,1294,KEY
1999-12-31,264,446.38,0.26,409,507,1294,KEY
1999-09-30,270,448.742,0.26,410,510,1118,KEY
1999-06-30,280,448.037,0.26,430,529,1153,KEY
1999-03-31,293,449.52,0.26,435,534,1189,KEY
1998-12-31,260,450.04,0.235,390,478,1082,KEY
1998-09-30,252,438.856,0.235,374,458,1002,KEY
1998-06-30,249,440.092,0.235,372,451,974,KEY
1998-03-31,235,438.589,0.235,343,420,929,KEY
1997-12-31,248,438.748,0.21,365,469,946,KEY
1997-09-30,236,436.214,0.21,347,407,995,KEY
1997-06-30,223,437.946,0.21,327,387,909,KEY
1997-03-31,212,443.34,0.21,306,366,881,KEY
1996-12-31,151,451.062,0.19,211,294,911,KEY
1996-09-30,207,459.336,0.19,308,364,923,KEY
1996-06-30,213,462.682,0.19,316,374,899,KEY
1996-03-31,204,466.2,0.19,300,356,874,KEY
1995-12-31,,469.574,0.18,,,,KEY
2023-04-01,836,1225.003377,0.4,1277,1497,6489,KHC
2022-12-31,890,1224.930164,0.4,1271,1519,7381,KHC
2022-09-24,432,1225.439747,0.4,770,999,6505,KHC
2022-06-25,265,1223.951939,0.4,633,869,6554,KHC
2022-03-26,776,1223.740203,0.4,1208,1428,6045,KHC
2021-12-25,-257,1225.261485,0.4,82,315,6709,KHC
2021-09-25,733,1223.387136,0.4,1291,1519,6324,KHC
2021-06-26,-27,1223.14734,0.4,1256,1483,6615,KHC
2021-03-27,563,1223.175747,0.4,1114,1336,6394,KHC
2020-12-26,1032,1222.623168,0.4,1612,1859,6939,KHC
2020-09-26,597,1222.578592,0.4,1219,1451,6441,KHC
2020-06-27,-1651,1221.833078,0.4,-1260,-1013,6648,KHC
2020-03-28,378,1221.399549,0.4,848,1091,6157,KHC
2019-12-28,182,1221.160646,0.4,652,909,6536,KHC
2019-09-28,899,1219.991425,0.4,1561,1804,6076,KHC
2019-06-29,449,1219.938804,0.4,868,1123,6406,KHC
2019-03-30,405,1219.434812,0.4,943,1182,5959,KHC
2018-12-29,-12568,1219.434812,0.625,-14089,-13818,6891,KHC
2018-09-29,619,1219.248231,0.625,1146,1396,6383,KHC
2018-06-30,754,1219.172261,0.625,1378,1613,6690,KHC
2018-03-31,1003,1218.80189,0.625,1590,1817,6304,KHC
2017-12-30,7945,1218.467836,0.625,1566,1807,6835,KHC
2017-09-30,944,1218.251122,0.625,1666,1939,6280,KHC
2017-07-01,1159,1217.633003,0.6,1896,2151,6637,KHC
2017-04-01,893,1217.136057,0.6,1565,1827,6324,KHC
2016-12-31,908,1217.270219,0.6,1506,1833,6670,KHC
2016-10-02,842,1217.650866,0.6,1415,1705,6267,KHC
2016-07-03,950,1215.955228,0.575,1625,1982,6793,KHC
2016-04-03,896,1215.189526,0.575,1517,1880,6570,KHC
2016-01-03,645,1213.455716,1.15,1293,1631,7124,KHC
2015-09-27,-123,1212.833289,0.55,288,511,6120,KHC
2015-06-28,-164,380,0,195,284,2616,KHC
2015-03-29,276,,0,545,635,2478,KHC
2014-12-28,163,,0,351,452,2799,KHC
2014-09-28,172,,0,379,474,2594,KHC
2014-06-29,127,377,0,329,,2729,KHC
2023-03-31,289.763,616.489,0,381.898,508.199,442.892,KIM
2022-12-31,-49.779,615.861,0.23,68.918,193.594,439.834,KIM
2022-09-30,57.954,615.832,0.22,109.306,234.725,433.403,KIM
2022-06-30,-119.501,615.642,0.2,-62.939,61.672,427.198,KIM
2022-03-31,237.302,614.767,0.19,294.168,424.462,427.249,KIM
2021-12-31,81.681,506.248,0.17,139.643,273.276,424.654,KIM
2021-09-30,507.739,546.842,0.17,560.179,674.417,368.607,KIM
2021-06-30,116.697,431.011,0.17,164.784,237.357,289.016,KIM
2021-03-31,137.942,430.524,0.17,186.966,261.842,282.308,KIM
2020-12-31,201.234,430.103,0.16,247.617,321.912,269.441,KIM
2020-09-30,-38.394,429.994,0.1,8.936,80.64,259.792,KIM
2020-06-30,747.893,429.967,0.28,795.959,869.518,238.916,KIM
2020-03-31,90.1,429.735,0,136.203,205.6,289.744,KIM
2019-12-31,109.419,422.491,0.56,155.439,223.878,296.13,KIM
2019-09-30,83.99,419.823,0.28,123.27,192.144,282.871,KIM
2019-06-30,101.027,419.697,0.28,144.78,213.785,284.873,KIM
2019-03-31,116.169,419.464,0,161.194,232.755,295.01,KIM
2018-12-31,88.161,419.246,0.56,133.625,207.891,284.201,KIM
2018-09-30,100.158,419.23,0.28,143.924,218.896,283.08,KIM
2018-06-30,165.386,420.731,0.28,211.1,290.86,293.403,KIM
2018-03-31,144.09,423.404,0,194.085,275.467,304.078,KIM
2017-12-31,84.896,423.734,0.55,138.366,223.39,315.225,KIM
2017-09-30,121.03,423.688,0.27,167.591,256.034,294.845,KIM
2017-06-30,143.416,423.65,0.27,188.472,283.742,297.176,KIM
2017-03-31,76.733,423.381,0,122.722,214.796,293.588,KIM
2016-12-31,78.273,423.121,0.525,126.631,217.515,297.026,KIM
2016-09-30,-43.545,420.073,0.255,64.433,161.26,285.076,KIM
2016-06-30,203.409,417.748,0.255,253.642,336.395,291.488,KIM
2016-03-31,140.713,412.63,0,205.276,290.132,297.202,KIM
2015-12-31,379.201,411.67,0.495,483.65,569.745,300.87,KIM
2015-09-30,77.572,411.487,0.24,134.447,238.155,288.382,KIM
2015-06-30,127,411.317,0.24,179.502,259.657,294.061,KIM
2015-03-31,310.342,410.433,0,375.637,450.206,283.456,KIM
2014-12-31,52.781,409.748,0.465,110.349,183.528,264.513,KIM
2014-09-30,194.708,409.326,0.225,251.185,321.803,255.234,KIM
2014-06-30,89.512,408.902,0.225,142.921,210.551,245.958,KIM
2014-03-31,87,408.367,0,145.758,207.424,228.193,KIM
2013-12-31,61.609,408.147,0.435,117.515,183.95,205.084,KIM
2013-09-30,55.763,408.06,0.21,133.475,197.853,221.463,KIM
2013-06-30,51.139,407.64,0.21,93.953,158.222,227.119,KIM
2013-03-31,67.77,406.662,0,136.84,199.613,227.015,KIM
2012-12-31,88.381,406.348,0.4,143.915,208.693,128.942,KIM
2012-09-30,54.941,405.81,0.19,116.928,183.701,222.863,KIM
2012-06-30,69.112,405.56,0.19,129.19,195.496,226.519,KIM
2012-03-31,53.638,406.272,0,114.975,179.86,223.989,KIM
2011-12-31,46.397,406.557,0.37,112.997,175.324,167.21,KIM
2011-09-30,54.981,406.564,0.18,115.544,176.07,213.025,KIM
2011-06-30,38.709,406.559,0.18,99.95,161.904,220.074,KIM
2011-03-31,28.963,406.44,0,88.54,154.872,225.136,KIM
2010-12-31,37.089,406.181,0.34,88.293,150.896,201.629,KIM
2010-09-30,30.333,405.854,0,90.747,152.61,207.231,KIM
2010-06-30,24.611,405.705,0.16,82.677,144.258,208.322,KIM
2010-03-31,50.836,405.564,0.16,107.529,169.119,213.35,KIM
2009-12-31,52.177,383.254,0.22,90.157,149.88,185.162,KIM
2009-09-30,40.108,376.559,0.06,93.947,150.586,190.092,KIM
2009-06-30,-134.651,368.254,0.44,-84.409,-29.135,188.095,KIM
2009-03-31,38.424,271.083,0,84.258,140.398,193.626,KIM
2008-12-31,-51.523,268.386,0.88,-31.913,21.002,189.481,KIM
2008-09-30,108.584,256.164,0.4,173.695,226.715,189.952,KIM
2008-06-30,94.374,253.74,0.4,146.836,198.166,182.97,KIM
2008-03-31,98.467,252.932,0,161.838,211.091,188.794,KIM
2007-12-31,83.039,252.741,0.8,139.641,193.027,177.11,KIM
2007-09-30,78.005,252.327,0.36,137.183,185.746,172.237,KIM
2007-06-30,128.022,252.074,0.36,177.569,224.672,169.256,KIM
2007-03-31,153.764,251.365,0,169.749,211.967,157.839,KIM
2006-12-31,131.899,247.841,0.72,179.9,222.174,148.683,KIM
2006-09-30,91.427,241.002,0.33,138.744,175.71,149.124,KIM
2006-06-30,108.744,240.554,0.33,146.861,182.701,145.986,KIM
2006-03-31,96.195,228.674,0,137.326,167.013,137.156,KIM
2005-12-31,107.667,227.634,0.66,138.085,165.564,120.062,KIM
2005-09-30,85.343,227.017,0.305,118.06,144.731,128.311,KIM
2005-06-30,83.837,226.435,0.305,116.328,144.037,125.824,KIM
2005-03-31,86.78,225.461,0,117.887,144.07,129.314,KIM
2004-12-31,75.807,222.859,0.59,99.436,124.7,104.535,KIM
2004-09-30,78.511,222.428936,0.285,104.227,128.622,120.33,KIM
2004-06-30,71.43,222.104682,0.285,102.911,129.132,128.535,KIM
2004-03-31,71.389,221.491426,0,100.72,127.712,139.137,KIM
2003-12-31,84.069,214.184,0.555,110.425,137.001,116.187,KIM
2003-09-30,91.504,214.676,0.27,118.769,140.681,117.409,KIM
2003-06-30,61.346,210.10003,0.27,87.397,108.083,114.645,KIM
2003-03-31,70.961,209.303732,0,95.195,115.089,119.47,KIM
2002-12-31,62.962,209.126284,0.53,82.835,159.509,99.356,KIM
2002-09-30,60.756,209.08301,0.26,83.438,83.438,107.29,KIM
2002-06-30,61.055,208.80945,0.26,85.273,85.273,111.469,KIM
2002-03-31,60.894,208.612926,0,87.707,87.707,112.077,KIM
2001-12-31,61.882,192.716055,0.5,82.405,156.614,81.154,KIM
2001-09-30,59.25,192.28311,0.24,91.855,91.855,113.33,KIM
2001-06-30,59.352,190.669722,0.24,82.583,82.583,117.735,KIM
2001-03-31,56.053,189.749505,0,80.765,80.765,121.601,KIM
2000-12-31,73.616,189.170397,0.467,96.911,168.04,98.387,KIM
2000-09-30,44.942,183.701109,0.22,68.294,68.294,115.726,KIM
2000-06-30,44.376,182.576427,0.22,67.316,67.316,114.867,KIM
2000-03-31,42.091,182.386779,0,64.375,64.375,112.356,KIM
1999-12-31,42.617,182.19153,0.42,63.391,130.807,108.888,KIM
1999-09-30,38.996,182.141073,0.2,58.502,58.502,106.044,KIM
1999-06-30,35.82,180.506349,0.2,55.948,55.948,106.072,KIM
1999-03-31,32.867,180.506349,0,56.105,56.105,112.876,KIM
1998-12-31,30.894,173.16369,0.207,52.819,104.167,108.26,KIM
1998-09-30,23.358,170.448948,0.16,42.934,42.934,98.085,KIM
1998-06-30,22.486,128.131578,0.16,34.858,34.858,69.341,KIM
1998-03-31,20.874,121.250385,0.16,31.913,31.913,63.112,KIM
1997-12-31,18.937035,121.180167,0.16,28.429473,58.482473,57.634823,KIM
1997-09-30,16.031659,109.116399,0.143,25.21318,25.21318,50.822619,KIM
1997-06-30,16.435458,108.729225,0.143,23.210895,23.210895,45.276241,KIM
1997-03-31,15.994848,108.697155,0.143,22.290452,22.290452,45.195317,KIM
1996-12-31,15.017858,108.697155,0.143,21.716236,48.782945,43.200746,KIM
1996-09-30,15.223767,,0.13,21.966304,21.966304,40.837356,KIM
1996-06-30,14.038683,,0.13,20.752453,20.752453,42.444247,KIM
1996-03-31,13.41211,,0.13,20.276708,20.276708,41.66207,KIM
2023-03-31,697.837,137.865,1.3,875.457,980.311,2432.608,KLAC
2022-12-31,978.795,141.299,1.3,1217.253,1320.761,2983.887,KLAC
2022-09-30,1025.991,141.829,1.3,1144.349,1246.287,2724.424,KLAC
2022-06-30,805.374,148.226,1.05,993.872,1094.72,2486.739,KLAC
2022-03-31,730.572,150.145,1.05,886.175,978.302,2288.676,KLAC
2021-12-31,717.444,151.251,1.05,964.684,1050.229,2352.63,KLAC
2021-09-30,1068.417,152.33,1.05,804.592,889.416,2083.838,KLAC
2021-06-30,632.978,152.973,0.9,748.733,833.38,1925.471,KLAC
2021-03-31,567.496,153.801,0.9,679.821,764.186,1803.773,KLAC
2020-12-31,457.251,154.273,0.9,566.55,650.807,1650.87,KLAC
2020-09-30,420.567,155.281,0.9,523.617,603.683,1538.62,KLAC
2020-06-30,411.253,155.12,0.85,446.228,525.165,1459.593,KLAC
2020-03-31,78.452,156.067,0.85,154.873,236.863,1423.964,KLAC
2019-12-31,380.555,157.29,0.85,465.649,554.183,1509.453,KLAC
2019-09-30,346.525,158.697,0.75,411.995,510.583,1413.414,KLAC
2019-06-30,217.845,160.529,0.75,272.344,400.23,1258.435,KLAC
2019-03-31,192.728,156.349,0.75,252.66,326.105,1097.311,KLAC
2018-12-31,369.1,152.148,0.75,442.501,458.307,1119.898,KLAC
2018-09-30,395.944,155.221,0.75,453.93,470.017,1093.26,KLAC
2018-06-30,348.767,155.743,0.75,434.798,449.787,1070.004,KLAC
2018-03-31,306.881,156.221,0.59,394.102,410.385,1021.294,KLAC
2017-12-31,-134.319,156.587,0.59,374.679,390.809,975.822,KLAC
2017-09-30,280.936,156.826,0.59,366.728,382.01,969.581,KLAC
2017-06-30,256.162,156.666,0.54,355.68,370.004,938.647,KLAC
2017-03-31,253.562,156.749,0.54,349.621,363.819,913.809,KLAC
2016-12-31,238.251,156.335,0.54,337.469,352.361,876.885,KLAC
2016-09-30,178.101,156.129,0.52,252.952,267.374,750.673,KLAC
2016-06-30,271.541,155.713,0.52,359.376,374.264,919.171,KLAC
2016-03-31,175.777,155.69,0.52,240.826,256.606,712.433,KLAC
2015-12-31,152.207,155.252,0.52,216.014,232.543,710.245,KLAC
2015-09-30,104.897,156.82,0.52,164.863,184.598,642.644,KLAC
2015-06-30,142.019,158.646,0.5,205.617,225.583,756.332,KLAC
